100_0278_0001.JPG,314513.099307736,5475164.87627861,526.30197921007
100_0278_0002.JPG,314511.421786622,5475160.03661131,526.261960484943
100_0278_0003.JPG,314509.459496449,5475152.40085883,526.266333168179
100_0278_0004.JPG,314508.9423,5475150.1618,526.271
100_0278_0005.JPG,314508.9343,5475150.1328,526.281
100_0278_0006.JPG,314508.9743,5475150.1878,526.27
100_0278_0007.JPG,314508.9813,5475150.1768,526.274
100_0278_0008.JPG,314508.9363,5475150.2168,526.266
100_0278_0009.JPG,314508.9453,5475150.2088,526.265
100_0278_0010.JPG,314508.9453,5475150.2198,526.266
100_0278_0011.JPG,314508.9553,5475150.2738,526.279
100_0278_0012.JPG,314508.9893,5475150.1888,526.273
100_0278_0013.JPG,314509.0223,5475150.2048,526.285
100_0278_0014.JPG,314508.9493,5475150.1628,526.271
100_0278_0015.JPG,314508.9533,5475150.1768,526.269
